Full Name	Stage Name	Korean Name	Korean Stage Name	Birthday	Group	Country	Gender
Linzy	Im Minji	임민지	린지	1989-10-22	Fiestar	South Korea	F
Lisa	Pranpriya Manoban	쁘란쁘리야 마노반	리사	1997-03-27	BLACKPINK	Thailand	F
Liv	Kim Chaeyoung	김채영	리브	1997-07-05	IRRIS	South Korea	F
Liyah	Moon Liya	문리야	리야	2000-05-11	MIXX	South Korea	F
Liz	Kim Jiwon	김지원	리즈	2004-11-21	IVE	South Korea	F
Lizzy	Park Sooyoung	박수영	리지	1992-07-31	After School	South Korea	F
Loha	Kang Yejin	강예진	로하	2001-12-27	Nature	South Korea	F
Lola	Choi Yoojung	최유정	로라	2001-02-22	Pixy	South Korea	F
Longguo	Jin Longguo	진룽궈	룽궈	1996-03-02	JBJ	China	M
Lou	Kim Hosung	김호성	로우	1996-12-21	VAV	South Korea	M
Loudi	Won Jihoon	원지훈	로우디	1996-04-13	14U	Indonesia	M
Louii	Park Seonghoon	박성훈	루이	2004-03-06	HAWW	South Korea	M
Louis	Kim Taewoo	김태우	루이	1999-04-23	BLANK2Y	South Korea	M
Louis	Yang Dongsik	양동식	루이	2001-04-08	Kingdom	South Korea	M
Love	Park Jisung	박지성	러브	1994-01-17		South Korea	M
Lu	Im Hayoung	임하영	루	1997-12-03	NATURE	South Korea	F
LuA	Jo Hankyeung	조한경	루아	1991-09-14	BADKIZ	South Korea	F
Lua	Kim Sookyung	김수경	루아	2000-10-06	Weki Meki	South Korea	F
Lua			루아	2002-01-30	KELT9b	South Korea	F
Lucas	Wong Junghei	웡육헤이	루카스	1999-01-25		Hong Kong	M
Lucy	Noh Hyojung	노효정	루시	2002-08-31	Weki Meki	South Korea	F
Lucy	Kim Daeun	김대은	루시	2004-04-09	woo!ah!	South Korea	F
Luda	Lee Luda	이루다	루다	1997-03-06	WJSN	South Korea	F
Luha	Lee Gyeonghun	이경훈	루하	1993-02-15	14U	South Korea	M
Luhan	Lu Han	루한	루한	1990-04-20		China	M
Luna	Park Sunyoung	박선영	루나	1993-08-12	f(x)	South Korea	F
Lune	Jung Sungmin	정성민	룬	2000-02-27	DKB	South Korea	M
Lutan	Choi Gyeongseok	최경석	루탄	2003-12-06	BLITZERS	South Korea	M
Manny	Syo Dongchun	쇼동청	만니	2001-11-17	VARSITY	China	M
Marco	Lee Hyunggeun	이형근	마르코	1994-05-11	Hot Blood Youth	South Korea	M
Marin	Yasufuku Marin	야스후쿠 마린	마린	2001-03-17	Bling Bling	Japan	F
Mark	Mark Lee	마크 리	마크	1999-08-02	NCT	Canada	M
Mark	Mark Yien Tuan	마크 이엔 투안	마크	1993-09-04	GOT7	USA	M
Mashiho	Takata Mashiho	타카타 마시호	마시호	2001-03-25	Treasure	Japan	M
Mashiro	Sakamoto Mashiro	사카모토 마시로	마시로	1999-12-16	Kep1er	Japan	F
Matthew	Seok Matthew	석매튜	매튜	2002-05-28	ZEROBASEONE	Canada	M
Max Changmin	Shim Changmin	심창민	최강창민	1988-02-18	TVXQ	South Korea	M
May	Jeong Chaeyoung	정채영	메이	2001-07-27		South Korea	F
May	Hirokawa Mao	히로카와 마오	메이	2004-11-16	Cherry Bullet	Japan	F
Mayna	Shaoxi Mengna		메이나	2000-05-12	HOT ISSUE	China	F
Medic Jin	Bae Yujin	배유진	메딕진	1996-08-25	Girlkind	South Korea	F
Meiqi	Meng Meiqi	멍메이치	미기	1998-10-15		China	F
Mia	Son Hyunmi	손현미	미아	1997-12-31	MIXX	South Korea	F
Mia	Han Eunji	한은지	미아	2000-01-13	Everglow	South Korea	F
Mihee	Lee Mihee	이미희	미희	2000-08-24	BOTOPASS	South Korea	F
Mijoo	Lee Mijoo	이미주	미주	1994-09-23	Lovelyz	South Korea	F
Mikey	Morisaki Daisuke	모리사키 다이스케	마이키	2001-05-05	BLANK2Y	Japan	M
Miko	Matsuda Miko	마츠다 미코	미코	1995-10-28	Honey Popcorn	Japan	F
Miku	Katae Miku	카타에 미쿠	미쿠	2002-10-09	Pink Fantasy	Japan	F
Mill	Lee Yongsoo	이용수	밀	1999-03-30	OnlyOneOf	South Korea	M
Milo	Kim Minhak	김민학	마일로	1996-08-20	Romeo	South Korea	M
Mimi	Jung Mimi	정미미	미미	1993-01-01	Gugudan	South Korea	F
Mimi	Kim Mihyun	김미현	미미	1995-05-01	Oh My Girl	South Korea	F
Min	Lee Minyoung	이민영	민	1991-06-21	miss A	South Korea	F
Min	Lee Mincheon	이민천	민	1997-10-16	We In The Zone	South Korea	M
Mina	Kwon Mina	권민아	민아	1993-09-21		South Korea	F
Mina	Myoui Mina	묘이 미나	미나	1997-03-24	Twice	Japan	F
Mina	Kang Mina	강미나	미나	1999-12-04	Gugudan	South Korea	F
Minah	Bang Minah	방민아	민아	1993-05-13	Girl's Day	South Korea	F
Minchan	Hong Minchan	홍민찬	민찬	1998-09-16	Verivery	South Korea	M
Mingi	Son Mingi	송민기	민기	1999-08-09	ATEEZ	South Korea	M
Mingyu	Kim Mingyu	김민규	민규	1997-04-06	Seventeen	South Korea	M
Minha	Park Minha	박민하	민하	1991-06-27		South Korea	F
Minhee	Joo Minhee	주민희	민희	1993-01-03	Stellar	South Korea	F
Minhee	Kang Minhee	강민희	민희	2002-09-17	CRAVITY	South Korea	M
Minho	Choi Minho	최민호	민호	1991-12-09	SHINee	South Korea	M
Minho	Lee Minho	이민호	민호	1995-09-04	MY.st	South Korea	M
Minho	Yang Minho	양민호	민호	2002-10-14	8TURN	South Korea	M
Minhwan	Choi Minhwan	최민환	민환	1992-11-11	FTISLAND	South Korea	M
Minhyuk	Lee Minhyuk	이민혁	민혁	1990-11-29	BtoB	South Korea	M
Minhyuk	Lee Minhyuk	이민혁	민혁	1993-11-03	MONSTA X	South Korea	M
Minhyuk	Kang Minhyuk	강민혁	민혁	1991-06-28	CNBLUE	South Korea	M
Minhyuk	Kim Minhyuk	김민혁	민혁	1999-11-06	D-CRUNCH	South Korea	M
Minhyuk	Yoon Minhyuk	윤민혁	민혁	2001-07-11	WEUS	South Korea	M
Minhyun	Hwang Minhyun	황민현	민현	1995-08-09	NU'EST	South Korea	M
Mini			민이	2000-06-12	Purplebeck	South Korea	F
Minjae	Seong Minjae	성민재	민재	1994-12-18	Sonamoo	South Korea	F
Minjae	Shin Minjae	신민재	민재	1991-08-13	Tahiti	South Korea	F
Minjae	Jo Minjae	조민재	민재	1994-08-08	Spectrum	South Korea	M
Minjae	Song Minjae	송민재	민재	2003-08-23	MCND	South Korea	M
Minjae	Kim Minjae	김민재	민재	2003-04-10	xikers	South Korea	M
Minji	Kim Minji	김민지	민지	2001-01-16	Busters	South Korea	F
Minji	Kim Minji	김민지	민지	2004-05-07	NewJeans	South Korea	F
Minji	Park Minji	박민지	민지	1999-03-31	SECRET NUMBER	South Korea	F
Minjoo	Kim Minjoo	김민주	민주	2001-02-05	IZ*ONE	South Korea	F
Minju	Kang Minjoo	강민주	민주	2001-03-11	GWSN	South Korea	F
Minju	Seo Minju	서민주	민주	2003-09-29	KELT9b	South Korea	F
Minjun	Kim Minjun	김민준	민준	1999-02-26	NINE.i	South Korea	M
Minjung	Cha Minjung	차민정	민정	2004-07-15		South Korea	F
Minkyung	Kang Minkyung	강민경	민경	1990-08-03	Davichi	South Korea	F
Minnie	Nicha Yontararak	니차 욘타라락	민니	1997-10-23	(G)I-DLE	Thailand	F
Mino	Song Minho	송민호	민호	1993-03-30	WINNER	South Korea	M
Minpyo	Gook Minpyo	국민표	민표	1994-11-15	B.I.G	South Korea	M
Minseo	Kim Minseo	김민서	민서	2004-08-12	woo!ah!	South Korea	F
Minseo	Park Minseo	박민서	민서	2003-03-21	Saturday	South Korea	F
Minseo	Kim Minseo	김민서	민서	2002-05-13	DRIPPIN	South Korea	M
Minsu	Park Minsu	김민수	민수	1993-04-15	Boys Republic	South Korea	M
Minsu	Kim Minsu	김민수	민수	2000-03-20	TOO	South Korea	M
Minsung	Kim Minhwi	김민휘	민성	1996-12-24	Romeo	South Korea	M
Mint	Kunpat Phonpawiworakun	쿤팟 퍼언빠위워라쿤	민트	1994-06-23	Tiny-G	Thailand	F
Minwoo	No Minwoo	노민우	민우	1995-07-31	Boyfriend	South Korea	M
Minwoo	Ha Minwoo	하민우	민우	1990-09-06	ZE:A	South Korea	M
Minwoo	Lee Minwoo	이민우	민우	1979-07-28	Shinhwa	South Korea	M
Minwoo†	Seo Minwoo	서민우	민우	1985-02-08	100%	South Korea	M
Minyong	Kang Minyong	강민용	민용	2003-09-06	HAWW	South Korea	M
Minyoung	Kim Minyeong	김민영	민영	1990-09-12	Brave Girls	South Korea	F
Minzy	Kong Minji	공민지	민지	1994-01-18	2NE1	South Korea	F
Mir	Bang Cheolyong	방철용	미르	1991-03-10	MBLAQ	South Korea	M
Mir	Lee Yoonsang	이윤상	미르	2000-03-06	Astin	South Korea	M
Mire	Su Mire	수미레	미레	2006-03-26	TRI.BE	Japan	F
Miryo	Jo Mihye	조미혜	미료	1981-11-02	Brown Eyed Girls	South Korea	F
Miso	Park Miso	박미소	미소	1991-04-04	Tahiti	South Korea	F
Miso	Park Jihyun	박지현	미소	1996-09-16	P.O.P	South Korea	F
Miso	Jeon Jimin	전지민	미소	2000-10-25	Dreamnote	South Korea	F
MiU	Ito Miyu	이토 미유	미유	2003-01-09	LIMELIGHT	Japan	F
Miya	Miyauchi Haruka	미야우치 하루카	미야	1993-05-26	GWSN	Japan	F
Miyeon	Jo Miyeon	조미연	미연	1997-01-31	(G)I-DLE	South Korea	F
MJ	Kim Myungjun	김명준	엠제이	1994-03-05	ASTRO	South Korea	M
MK	Park Minkyun	박민균	엠케이	1995-11-16	ONF	South Korea	M
Moko	Sakura Moko	사쿠라 모코	모코	1991-03-19	Honey Popcorn	Japan	F
Momo	Hirai Momo	히라이 모모	모모	1996-11-09	Twice	Japan	F
Momoka	Matsuda Momoka	마쓰다 모모카	모모카	2000-12-26	Pink Fantasy	Japan	F
Monday	Kim Jimin	김지민	먼데이	2002-05-10	Weeekly	South Korea	F
Monika	Kang Yeh	강예	모니카	1991-05-21	BADKIZ	South Korea	F
Moon Sua	Moon Sua	문수아	문수아	1999-09-09	Billlie	South Korea	F
MoonBin†	Moon Bin	문빈	문빈	1998-01-26		South Korea	M
Moonbyul	Moon Byulyi	문별이	문별	1992-12-22	Mamamoo	South Korea	F
Moonhee	Choi Moonhee	최문희	문희	1997-04-15	Bonus Baby	South Korea	F
Moonvok	Jang Moonvok	장문복	문복	1995-04-11	Limitless	South Korea	M
Mu	Suh Kyungmin	서경민	뮤	2003-09-14	EPEX	South Korea	M
Mujin	Ko Sungho	고성호	무진	2000-11-20	Kingdom	South Korea	M
Munik	Jang Moonik	장문익	문익	2001-03-20	Dongkiz	South Korea	M
Muzin	Kim Hyunwoo	김현우	무진	2001-03-29	BAE173	South Korea	M
Myungho	Ji Myungho	지명호	명호	2001-10-12	8TURN	South Korea	M
Myungji	Kim Myungji	김명지	명지	1997-10-09	Tiny-G	South Korea	F
N	Cha Hakyeon	차학연	엔	1990-06-30	VIXX	South Korea	M
Nada	Yoon Yejin	윤예진	나다	1991-05-24		South Korea	F
Naeun	Son Naeun	손나은	나은	1994-02-10		South Korea	F
Naeun	Lee Naeun	이나은	나은	1999-05-05	APRIL	South Korea	F
Nahyun	Kim Nahyun	김나현	나현	1995-12-09	Sonamoo	South Korea	F
Nahyun	Kang Nahyun	강나현	나현	2002-01-25	HOT ISSUE	South Korea	F
Nako	Yabuki Nako	야부키 나코	나코	2001-06-18	IZ*ONE	Japan	F
Nakta	Shin Yooncheol	신윤철	낙타	1993-04-24		South Korea	M
Nakyung	Lee Nakyung	이나경	나경	2000-06-01	fromis_9	South Korea	F
Nakyung	Kim Nakyung	김나경	나경	2002-10-13	tripleS	South Korea	F
Namjoo	Kim Namjoo	김남주	남주	1995-04-15	Apink	South Korea	F
Nana	Im Jinah	임진아	나나	1991-09-14	After School	South Korea	F
Nana	Kwon Nayeon	권나연	나나	2001-03-09	woo!ah!	South Korea	F
Nancy	Nancy Mcdonie	낸시 맥다니	낸시	2000-04-13	MOMOLAND	South Korea	F
Nara	Kwon Nara	권나라	나라	1991-03-13	Hello Venus	South Korea	F
Narachan	Jung Hyunwoo	정현우	나라찬	1996-09-23	MONT	South Korea	M
Narae	Park Narae	박나래	나래	1988-02-23	SPICA	South Korea	F
Nari	Kim Nari	김나리	나리	1992-10-05	Wassup	South Korea	F
Narin	Lee Narin	이나린	나린	2001-10-29	Bling Bling	South Korea	F
Narin	Lee Eunseo	이은서	나린	2000-06-06	Queenz Eye	South Korea	F
Narsha	Park Hyojin	박효진	나르샤	1981-12-28	Brown Eyed Girls	South Korea	F
Nason	Kim Duyeop	김두엽	네이슨	1995-06-12	CHECKMATE	South Korea	M
Natty	Ahnatchaya Suputhipong	아낫차야 수푸티퐁	나띠	2002-05-30	KISS OF LIFE	Thailand	F
Nayeon	Im Nayeon	임나연	나연	1995-09-22	Twice	South Korea	F
Nayoung	Kim Nayoung	김나영	나영	1995-11-23	Gugudan	South Korea	F
Nayoung	Im Nayoung	임나영	나영	1995-12-18	Pristin	South Korea	F
Nayoung	Kim Nayoung	김나영	나영	2002-11-30	LIGHTSUM	South Korea	F
Nayu	Kim Yewon	김예원	나유	2002-07-23	ILY:1	South Korea	F
Nayun	Kim Nayun	김나윤	나윤	1998-07-31	MOMOLAND	South Korea	F
NC.A	Im Soeun	임소은	앤씨아	1996-10-07	UNI.T	South Korea	F
New	Choi Chanhee	최찬희	뉴	1998-04-26	The Boyz	South Korea	M
New Sun	Choi Yoonsun	최윤선	뉴썬	1997-06-19	Sonamoo	South Korea	F
Ni-Ki	Nishimura Riki	니시무라 리키	니키	2005-12-09	ENHYPEN	Japan	M
Nichkhun	Nichkhun Horvejkul	닛차쿤 허라웻차꾼	닉쿤	1988-06-24	2PM	Thailand	M
Nicole	Nicole Jung	정니콜	니콜	1991-10-07	KARA	South Korea	F
Niel	Ahn Daniel	안다니엘	니엘	1994-08-16	Teen Top	South Korea	M
Nina	Nina Nadia Mateer	니나 나디아 마티어	니나	2003-03-15	IRRIS	Australia	F
Nine	Jung Wookjin	정욱진	나인	1999-12-13	OnlyOneOf	South Korea	M
Ningning	Ning Yizhuo	닝이쭤	닝닝	2002-10-23	aespa	China	F
Noah	Hwang Seundae	황승대	노아	1998-03-18	CHECKMATE	South Korea	M
Noah	Song Yubin	송유빈	노아	2000-08-02	T1419	South Korea	M
Noeul	No Eul	노을	노을	1989-05-10	Rainbow	South Korea	F
Nohyul	Lee Nohyul	이노율	노율	2004-06-18	CMDM	South Korea	M
Nova	Maria Pavlovna Emelyanova	마리아 파블로브나 에멜야노바	노바	2002-10-10	X:IN	Russia	F
Nvee	Florence Alena Smith	플로렌스 알레나 스미스	앤비	1999-01-10	Blackswan	USA	F
O.de	Oh Seungmin	오승민	오드	2002-06-11	Xdinary Heroes	South Korea	M
O.V	Kim Sanchan	김상찬	오뷔	1999-01-03	D-CRUNCH	South Korea	M
On	Choi Juhwan	최주환	온	2002-10-16	T1419	South Korea	M
On	Kim Dongwoo	김동우	온	-0001-11-30	ABLUE	South Korea	M
Onda	Jo Selim	조세림	온다	2000-05-18	Everglow	South Korea	F
Onejunn	Jo Wonjun	조원준	원준	1988-11-22	Boys Republic	South Korea	M
Onew	Lee Jinki	이진기	온유	1989-12-14	SHINee	South Korea	M
P-Goon	Park Sehyuk	박세혁	피군	1991-10-18		South Korea	M
P.O	Pyo Jihoon	표지훈	피오	1993-02-02	Block B	South Korea	M
Park Kyung	Park Kyung	박경	박경	1992-07-08	Block B	South Korea	M
Peniel	Shin Donggeun	신동근	프니엘	1993-03-10	BtoB	South Korea	M
Pharita	Pharita Chaikong	파리따 차이콩	파리타	2005-08-26	BABYMONSTER	Thailand	F
Prince	Pasidh Vataniyapromote	파싯 와타니야쁘라못	프린스	2003-01-10	Ghost9	Thailand	M
PSY	Park Jaesang	박재상	싸이	1977-12-31		South Korea	M
Q	Ji Changmin	지창민	큐	1998-11-05	The Boyz	South Korea	M
Qri	Lee Jihyun	이지현	큐리	1986-12-12	T-ara	South Korea	F
ra.L	Yi Taehyun	이태현	라엘	2003-09-29	TRENDZ	South Korea	M
Rachel	Sung Nayeon	성나연	레이첼	2000-08-28	APRIL	South Korea	F
Rain	Jung Jihoon	정지훈	비	1982-06-25		South Korea	M
Raina	Oh Hyerin	오혜린	레이나	1989-05-07	After School	South Korea	F
Rainie	Chu Chingyu	주칭위	레이니	2000-11-16	bugAboo	Taiwan	F
Rakwon	Seok Rakwon	석락원	락원	2003-11-14	ATBO	South Korea	M
Rano	Byun Yongseop	변용섭	라노	1998-12-10	E'LAST	South Korea	M
Raon	Lee Seoyoung	이서영	라온	2000-01-21	ANS	South Korea	F
Raots	Ren Yuchen	런위천	라오츠	2000-03-01	JWiiver	China	M
Ravi	Kim Wonsik	김원식	라비	1993-02-15	VIXX	South Korea	M
Ravn	Kim Yoongjo	김영조	레이븐	1995-09-02	Oneus	South Korea	M
Rayeon	Lee Rayeon	이나연	나연	2001-11-24	FANATICS	South Korea	F
Red	Lee Heejin	이희진	빨강	1991-07-10	Pungdeng-E	South Korea	F
Rei	Naoi Rei	나오이 레이	레이	2004-02-03	IVE	Japan	F
Remi	Katsuno Rise	카츠노 리세	레미	2001-04-26	Cherry Bullet	Japan	F
Ren	Choi Minki	최민기	렌	1995-11-03	NU'EST	South Korea	M
Rena	Kang Yebin	강예빈	레나	1998-10-19	Hinapia	South Korea	F
Renjun	Hwang Renjun	황런쥔	런쥔	2000-03-23	NCT	China	M
Ria	Kuwayama Ria	쿠와야마 리아	리아	1998-02-03	BOTOPASS	Japan	F
Ricky	Yoo Changhyun	유창현	리키	1995-02-27	Teen Top	South Korea	M
Ricky	Shen Quanrui	션취안루이	리키	2004-05-20	ZEROBASEONE	China	M
Rie	Lee Seungho	이성호	리에	1996-11-06	OnlyOneOf	South Korea	M
Rihan	Choi Yeonsik	최연식	리한	1998-05-22	JWiiver	South Korea	M
Riho	Jin Seungwook	진승욱	리호	1998-03-01	VARSITY	South Korea	M
Riina	Lee Seunghyeon	이승현	리이나	2001-02-21	H1-KEY	South Korea	F
Rina	Kang Soeun	강소은	리나	2001-09-27	Weki Meki	South Korea	F
Rinji	Hwang Rinji	황린지	린지	2006-05-05	Pixy	South Korea	F
Rio	Son Gwanghyuk	손광혁	리오	1999-07-16	14U	South Korea	M
Ririka	Kishida Ririka	키시다 리리카	리리카	2002-07-02	ILY:1	Japan	F
Riwon	Kim Riwon	김리원	리원	2007-01-11	CLASS:y	South Korea	F
Riwoo	Lee Sanghyeok	이상혁	리우	2003-10-22	BOYNEXTDOOR	South Korea	M
RM	Kim Namjoon	김남준	알엠	1994-09-12	BTS	South Korea	M
Roa	Kim Minkyung	김민경	로아	1997-07-29	Hinapia	South Korea	F
Roa	Kwak Jieun	곽지은	로아	1994-10-06	X:IN	South Korea	F
Rocky	Park Minhyuk	박민혁	라키	1999-02-25		South Korea	M
Roda	Shin Joongmin	신중민	로다	1998-09-19	MONT	South Korea	M
Roel	Kim Sunho	김선호	로엘	1997-02-13	ARGON	South Korea	M
Rokhyun	Kim Rokhyun	김록현	록현	1991-02-10	FAVE1	South Korea	M
Romin	Choi Youngmin	최영민	로민	2001-04-24	E'LAST	South Korea	M
Ron	Cheon Byeonghwa	천병화	론	1991-01-22	WE:A	South Korea	M
Rona	Chang Ching	장찡	로나	2002-06-05	ILY:1	Taiwan	F
Roni	Jeong Rowoon	정로운	로니	1994-07-31		South Korea	M
Rora	Lee Dain	이다인	로라	2008-08-05	BABYMONSTER	South Korea	F
Roshin	Bae Sijun	배시준	로신	2001-04-13	JWiiver	South Korea	M
Rosé	Roseanne Park	로잔느 박	로제	1997-02-11	BLACKPINK	South Korea	F
Rowoon	Kim Seokwoo	김석우	로운	1996-08-07	SF9	South Korea	M
Royeon	Jeon Hyunjoo	전현주	로연	1998-02-20	ANS	South Korea	F
Rubin	Lee Haejoon	이해준	루빈	1995-08-16	1TEAM	South Korea	M
Ruby	Heo Jiwon	허지원	루비	2002-08-21	PRIMROSE	South Korea	F
Rui	Watanabe Rui	와타나베 루이	루이	1994-10-08	H.U.B	Japan	F
Rui	Jang Rui	장루이	루이	2000-03-07	7 O'clock	South Korea	M
Ruka	Kawai Ruka	카와이 루카	루카	2002-03-20	BABYMONSTER	Japan	F
Ryeowook	Kim Ryeowook	김려욱	려욱	1987-06-21	Super Junior	South Korea	M
Ryujei	Chae Hocheol	채호철	류제이	1997-11-08	JWiiver	South Korea	M
Ryujin	Shin Ryujin	신류진	류진	2001-04-17	ITZY	South Korea	F
S.Coups	Choi Seungcheol	최승철	에스.쿱스	1995-08-08	Seventeen	South Korea	M
Saebom	Kim Saerok	김새록	새봄	1997-01-30	NATURE	South Korea	F
Saebom	Kim Seyoung	김세영	새봄	1995-01-13	Favorite	South Korea	F
Saebyeok	Shim Jaeyoung	심재영	새벽	1996-11-09	Ho1iday	South Korea	F
Saebyeol	Han Saebyeol	한새별	새별	1996-05-23	Matilda	South Korea	F
Saena	Jung Sehyun	정세현	새나	2004-03-12	FIFTY FIFTY	South Korea	F
Saerom	Lee Saerom	이새롬	새롬	1997-01-07	fromis_9	South Korea	F
Sakang	Jeon Sakang	정사강	사강	2002-10-26	TheEastLight	South Korea	M
Sakura	Miyawaki Sakura	미야와키 사쿠라	사쿠라	1998-03-19	LE SSERAFIM	Japan	F
Sally	Liu Xiening	류셰닝	샐리	1996-10-23	Gugudan	China	F
Samuel	Kim Samuel	김사무엘	사무엘	2002-01-17		South Korea	M
San	Choi San	최산	산	1999-07-10	ATEEZ	South Korea	M
Sana	Minatozaki Sana	미나토자키 사나	사나	1996-12-29	Twice	Japan	F
Sandeul	Lee Junghwan	이정환	산들	1992-03-20	B1A4	South Korea	M
Sanga	Lee Sanga	이상아	상아	1999-08-05		South Korea	F
Sangah	Yoo Sangah	윤상아	상아	2002-09-04	LIGHTSUM	South Korea	F
Sangdo	Yoo Sangdo	유상도	상도	1993-03-02	Topp Dogg	South Korea	M
Sangho	Jo Sangho	조상호	상호	1995-02-10	SNUPER	South Korea	M
Sanghoon	Lee Sanghoon	이상훈	상훈	1993-12-23		South Korea	M
Sangil	Shim Sangil	심상일	상일	1993-05-01	SNUPER	South Korea	M
Sangmin	Kim Sangmin	김상민	상민	1992-07-07	CROSS GENE	South Korea	M
Sangwoo	Kim Sangwoo	김상우	상우	2002-09-03	JUST B	South Korea	M
Sangyeon	Lee Sangyeon	이상연	상연	1996-11-04	The Boyz	South Korea	M
Sanha	Yoon Sanha	윤산하	산하	2000-03-21	ASTRO	South Korea	M
Satbyeol	Jeon Yujin	전유진	샛별	2001-02-27		South Korea	F
Sea	Kim Sujeong	김수정	세아	1999-12-05	Highteen	South Korea	F
Sebin	Jang Sebin	장세빈	세빈	1996-04-24	SNUPER	South Korea	M
Seea	Kang Eunyoung	강은영	시아	1994-08-21	Pink Fantasy	South Korea	F
Seeun	Yoon Seeun	윤세은	세은	2003-06-14	STAYC	South Korea	F
Seeun	Park Seeun	박세은	세은	2005-08-17	xikers	South Korea	M
Segye	Shin Segye	신세계	세계	1998-08-19	AREAL	South Korea	F
Sehun	Oh Sehun	오세훈	세훈	1994-04-12	EXO	South Korea	M
Sehyung	Kang Sehyung	강세형	세형	1998-12-13	Berry Good	South Korea	F
Sei	Lee Seojung	이서정	세이	2000-01-07	Weki Meki	South Korea	F
Sejeong	Kim Sejeong	김세정	세정	1996-08-28	Gugudan	South Korea	F
Sejin	Lee Sejin	이세진	세진	1999-07-22	14U	South Korea	M
Sejun	Lim Sejun	임세준	세준	1996-05-04	VICTON	South Korea	M
Seline	Jung Yeonjeong	정연정	셀린	2000-06-20	Cignature	South Korea	F
Semi	Gu Semi	구세미	세미	2002-04-10	Cignature	South Korea	F
Semmi	Oh Heesun	오희선	세미	1995-10-22	Matilda	South Korea	F
Sena	Lim Yena	임예나	세나	2005-10-12	ADYA	South Korea	F
Seobin	Woo Seobin	우서빈	서빈	2005-09-02	HAWW	South Korea	M
Seogoong	Park Hyunho	박현호	서궁	1992-05-01		South Korea	M
Seoham	Park Seoham	박서함	서함	1993-10-28	KNK	South Korea	M
Seoho	Lee Seoho	이서호	서호	1996-06-07	Oneus	South Korea	M
Seohyun	Seo Joohyun	서주현 	서현 	1991-06-28	SNSD	South Korea	F
Seoi	Lee Yejin	이예진	서이	2000-02-12	H1-KEY	South Korea	F
Seokcheol	Lee Seokchul	이석철	석철	2000-01-11	TheEastLight	South Korea	M
Seokhwa	Kang Seokhwa	강석화	석화	2000-12-01	WEi	South Korea	M
Seokyoung	Kim Seokyung	김서경	서경	1999-04-16	GWSN	South Korea	F
Seol	Min Jihye	민지혜	설	1997-01-01	P.O.P	South Korea	F
Seola	Kim Hyunjung	김현정	설아	1994-12-24	WJSN	South Korea	F
Seolhyun	Kim Seolhyun	김설현	설현	1995-01-03	AoA	South Korea	F
Seonghwa	Park Seonghwa	박성화	성화	1998-04-03	ATEEZ	South Korea	M
Seonglee	Kim Seonglee	김성리	성리	1994-04-06		South Korea	M
Seongmin	Ahn Seongmin	안성민	성민	2003-08-01	CRAVITY	South Korea	M
Seongsoo	Park Seongsoo	박성수	성수	1999-04-07	ABLUE	South Korea	M
Seongwu	Ong Seunwu	옹성우	성우	1995-08-25	Wanna One	South Korea	M
Seonyu	Kim Seonyu	김선유	선유	2008-03-20	CLASS:y	South Korea	F
Seoryoung	Lee Seoryung	이서령	서령	2000-01-26	GWSN	South Korea	F
Seowon	Seo Won	서원	서원	2000-12-18	NINE.i	South Korea	M
Seowon	Jang Seowon	장서원	서원	2006-12-05	Lapillus	South Korea	F
Seowon	Jung Seowon	정서원	서원	2004-04-26	ADYA	South Korea	F
Seoyeon	Lee Seoyeon	이서연	서연	2000-01-22	fromis_9	South Korea	F
Seoyeon	Kim Minju	김민주	서연	1995-11-26	Favorite	South Korea	F
Seoyeon	Yoon Seoyeon	윤서연	서연	2003-08-06	tripleS	South Korea	F
Seoyeon	Ahn Seoyeon	안서연	서연	2005-03-26	CSR	South Korea	F
Seoyoon	Kim Suyoung	김수영	서윤	1995-01-26	BOTOPASS	South Korea	F
Seoyoung	Lee Seoyoung	이서영	서영	1994-06-27	Hello Venus	South Korea	F
Seoyul	Seo Yuri	서유리	서율	1997-11-26	Berry Good	South Korea	F
Serim	Park Serim	박세림	세림	1999-03-03	CRAVITY	South Korea	M
Serri	Park Miyeon	박미연	세리	1990-09-16	Dal Shabet	South Korea	F
Seulgi	Kang Seulgi	강슬기	슬기	1994-02-10	Red Velvet	South Korea	F
Seulgi	Jeong Seulgi	정슬기	슬기	1990-05-12	S#aFLA	South Korea	F
Seungah	Oh Seungah	오승아	승아	1988-09-13	Rainbow	South Korea	F
Seungchae	Cho Seungchae	조승채	승채	2006-10-26	ADYA	South Korea	F
Seungchan	Kang Seungchan	강승찬	승찬	2003-01-01	Newkidd	South Korea	M
Seungeun	Shim Seungeun	심승은	승은	2000-12-27	BVNDIT	South Korea	F
Seunghan	Lee Seunghan	이승한	승한	1996-02-22	DUSTIN	South Korea	M
Seunghee	Oh Seunghee	오승희	승희	1995-10-10	CLC	South Korea	F
Seunghee	Hyun Seunghee	현승희	승희	1996-01-25	Oh My Girl	South Korea	F
Seungheon	Lee Seungheon	이승헌	승헌	2007-05-15	8TURN	South Korea	M
Seungho	Yang Seungho	양승호	승호	1987-10-16	MBLAQ	South Korea	M
Seungho	Kim Seungho	김승호	승호	2004-07-19	CMDM	South Korea	M
Seunghun	Kim Seunghun	김승훈	승훈	1999-02-26	CIX	South Korea	M
Seunghwan	Lee Seunghwan	이승환	승환	1994-12-10	Romeo	South Korea	M
